ortho	phon	lemme	cgram	genre	nombre	
poisson-épée	pwas§epe	poisson-épée	NOM	m	s	
féerie	feRi	féerie	NOM	f	s	
vanneries	van°Ri	vannerie	NOM	f	p	
puzzle	p9z9l	puzzle	NOM	m	s	
hallebardiers	al°baRdje	hallebardier	NOM	m	p	
courtiers	kuRtje	courtier	NOM	m	p	
encaissements	@kEs°m@	encaissement	NOM	m	p	
télémarketing	telemaRk°tiG	télémarketing	NOM	m	s	
génocide	Zenosid	génocide	NOM	m	s	
fontaine	f§tEn	fontaine	NOM	f	s	
fichaises	fiSEz	fichaise	NOM	f	p	
moussakas	musaka	moussaka	NOM	f	p	
jacassements	Zakas°m@	jacassement	NOM	m	p	
cocoon	kokun	cocoon	NOM	m	s	
doubleur	dubl9R	doubleur	NOM	m	s	
tact	takt	tact	NOM	m	s	
messire	mesiR	messire	NOM	m	s	
léproseries	lepRoz°Ri	léproserie	NOM	f	p	
châtain	Sat5	châtain	NOM		s	
postage	postaZ	postage	NOM	m	s	
repeints	R°p5	repeint	NOM	m	p	
cochonnerie	koSOn°Ri	cochonnerie	NOM	f	s	
vis	vis	vis	NOM	f		
charniers	SaRnje	charnier	NOM	m	p	
têtière	tEtjER	têtière	NOM	f	s	
variables	vaRjabl	variable	NOM	f	p	
coercition	koERsisj§	coercition	NOM	f	s	
puanteur	p8@t9R	puanteur	NOM	f	s	
bosniaques	bOsnjak	bosniaque	NOM		p	
compositrice	k§pozitRis	compositeur	NOM	f	s	
particulier	paRtikylje	particulier	NOM	m	s	
boisseaux	bwaso	boisseau	NOM	m	p	
échalotes	eSalOt	échalote	NOM	f	p	
discount	diskunt	discount	NOM	m	s	
mensualités	m@s8alite	mensualité	NOM	f	p	
rots	Ro	rot	NOM	m	p	
soussous	susu	soussou	NOM		p	
séquences	sek@s	séquence	NOM	f	p	
whiskey	wiski	whiskey	NOM	m	s	
retardement	R°taRd°m@	retardement	NOM	m	s	
contre-mesure	k§tR2m2zyR	contre-mesure	NOM	f	s	
cartographes	kaRtogRaf	cartographe	NOM		p	
pointe	pw5t	pointe	NOM	f	s	
croquenots	kROk°no	croquenot	NOM	m	p	
contrechamps	k§tR°S@	contrechamp	NOM	m	p	
bouloir	bulwaR	bouloir	NOM	m	s	
perme	pERm	perme	NOM	f	s	
living-room	liviGRum	living-room	NOM	m	s	
charisme	kaRizm	charisme	NOM	m	s	
jaune	Zon	jaune	NOM		s	
manchettes	m@SEt	manchette	NOM	f	p	
périodes	peRjOd	période	NOM	f	p	
prunelle	pRynEl	prunelle	NOM	f	s	
herses	ERs	herse	NOM	f	p	
subdivisions	sybdivizj§	subdivision	NOM	f	p	
illusions	ilyzj§	illusion	NOM	f	p	
menteurs	m@t9R	menteur	NOM	m	p	
normale	nORmal	normale	NOM	f	s	
balustres	balystR	balustre	NOM	m	p	
présélection	pReselEksj§	présélection	NOM	f	s	
one-step	wanstEp	one-step	NOM	m	s	
géhennes	ZeEn	géhenne	NOM	f	p	
égipan	eZip@	égipan	NOM	m	s	
signalement	siNal°m@	signalement	NOM	m	s	
madrague	madRag	madrague	NOM	f	s	
stomates	stomat	stomate	NOM	m	p	
stylobille	stilobij	stylobille	NOM	m	s	
tresses	tREs	tresse	NOM	f	p	
larsen	laRsEn	larsen	NOM	m	s	
française	fR@sEz	français	NOM	f	s	
patachon	pataS§	patachon	NOM	m	s	
veinules	venyl	veinule	NOM	f	p	
bouteillon	butEj§	bouteillon	NOM	m	s	
cueillette	k9jEt	cueillette	NOM	f	s	
demeure	d°m9R	demeure	NOM	f	s	
ciboires	sibwaR	ciboire	NOM	m	p	
taleth	talEt	taleth	NOM	m	s	
polynésiens	polinezj5	polynésien	NOM	m	p	
déguisement	degiz°m@	déguisement	NOM	m	s	
barreaux	baRo	barreau	NOM	m	p	
inélégance	ineleg@s	inélégance	NOM	f	s	
bijoutier	biZutje	bijoutier	NOM	m	s	
régates	Regat	régate	NOM	f	p	
démystificateur	demistifikat9R	démystificateur	NOM	m	s	
émissions	emisj§	émission	NOM	f	p	
inconsistance	5k§sist@s	inconsistance	NOM	f	s	
délibéré	delibeRe	délibéré	NOM	m	s	
inaccessibilité	inaksEsibilite	inaccessibilité	NOM	f	s	
subversion	sybvERsj§	subversion	NOM	f	s	
tripette	tRipEt	tripette	NOM	f	s	
décarpillage	dekaRpijaZ	décarpillage	NOM	m	s	
allocation	alokasj§	allocation	NOM	f	s	
grenadiers	gR°nadje	grenadier	NOM	m	p	
vénitiennes	venisjEn	vénitienne	NOM	f	p	
cyclosporine	siklospoRin	cyclosporine	NOM	f	s	
mycène	misEn	mycène	NOM	m	s	
nègre	nEgR	nègre	NOM	m	s	
bataclan	batakl@	bataclan	NOM	m	s	
maques	mak	maque	NOM	f	p	
pluviers	plyvje	pluvier	NOM	m	p	
défens	def@	défens	NOM	m		
mendiante	m@dj@t	mendiant	NOM	f	s	
anglo-saxon	@glosaks§	anglo-saxon	NOM	m	s	
francs	fR@	franc	NOM	m	p	
fayotage	fajotaZ	fayotage	NOM	m	s	
bien-pensants	bj5p@s@	bien-pensant	NOM	m	p	
urographie	yRogRafi	urographie	NOM	f	s	
abri-refuge	abRiR°fyZ	abri-refuge	NOM	m	s	
thalassothérapie	talasoteRapi	thalassothérapie	NOM	f	s	
chapka	Sapka	chapka	NOM	f	s	
contre-ordres	k§tRORdR	contre-ordre	NOM	m	p	
piercings	piRsiG	piercing	NOM	m	p	
gigolpinces	ZigOlp5s	gigolpince	NOM	m	p	
mondes	m§d	monde	NOM	m	p	
pleurnicheries	pl9RniS°Ri	pleurnicherie	NOM	f	p	
recès	R°sE	recès	NOM	m		
antécédents	@tesed@	antécédent	NOM	m	p	
détracteur	detRakt9R	détracteur	NOM	m	s	
cataclysmes	kataklizm	cataclysme	NOM	m	p	
délinéaments	delineam@	délinéament	NOM	m	p	
quetsche	kwEtS	quetsche	NOM	f	s	
colons	kol§	colon	NOM	m	p	
chewing-gums	SwiGgOm	chewing-gum	NOM	m	p	
lèche-bottes	lESbOt	lèche-bottes	NOM	m		
créancier	kRe@sje	créancier	NOM	m	s	
contretemps	k§tR°t@	contretemps	NOM	m		
antéchrist	@tekRist	antéchrist	NOM	m	s	
scellé	sele	scellé	NOM	m	s	
slavon	slav§	slavon	NOM	m	s	
sentences	s@t@s	sentence	NOM	f	p	
calumet	kalymE	calumet	NOM	m	s	
peigne-culs	pENky	peigne-cul	NOM	m	p	
fournée	fuRne	fournée	NOM	f	s	
inférieur	5feRj9R	inférieur	NOM	m	s	
tourneries	tuRn°Ri	tournerie	NOM	f	p	
blédards	bledaR	blédard	NOM	m	p	
superbe	sypERb	superbe	NOM	f	s	
aérotrains	aeRotR5	aérotrain	NOM	m	p	
potager	potaZe	potager	NOM	m	s	
liseron	liz°R§	liseron	NOM	m	s	
porphyre	pORfiR	porphyre	NOM	m	s	
football	futbOl	football	NOM	m	s	
communions	komynj§	communion	NOM	f	p	
maillons	maj§	maillon	NOM	m	p	
policeman	polis°man	policeman	NOM	m	s	
contre-allées	k§tRale	contre-allée	NOM	f	p	
flasques	flask	flasque	NOM		p	
catéchumènes	katekymEn	catéchumène	NOM		p	
matonnes	matOn	maton	NOM	f	p	
emblèmes	@blEm	emblème	NOM	m	p	
attelage	at°laZ	attelage	NOM	m	s	
célibataires	selibatER	célibataire	NOM		p	
carabinier	kaRabinje	carabinier	NOM	m	s	
malin	mal5	malin	NOM	m	s	
leucocyte	l2kosit	leucocyte	NOM	m	s	
déconditionnement	dek§disjOn°m@	déconditionnement	NOM	m	s	
friperie	fRip°Ri	friperie	NOM	f	s	
verdine	vERdin	verdin	NOM	f	s	
visée	vize	visée	NOM	f	s	
surdose	syRdoz	surdose	NOM	f	s	
ronronnements	R§ROn°m@	ronronnement	NOM	m	p	
albigeois	albiZwa	albigeois	NOM	m		
centaurée	s@toRe	centaurée	NOM	f	s	
jeu	Z2	jeu	NOM	m	s	
impossibles	5posibl	impossible	NOM	m	p	
couvet	kuvE	couvet	NOM	m	s	
gnocchi	NOki	gnocchi	NOM	m	s	
maquettistes	makEtist	maquettiste	NOM		p	
oursonnes	uRsOn	ourson	NOM	f	p	
astic	astik	astic	NOM	m	s	
béarnaise	beaRnEz	béarnais	NOM	f	s	
coupe-jarrets	kupZaRE	coupe-jarret	NOM	m	p	
petit-lait	p°tilE	petit-lait	NOM	m	s	
bistouri	bistuRi	bistouri	NOM	m	s	
line	lin	line	NOM	f	s	
vivisections	viviseksj§	vivisection	NOM	f	p	
avant-toit	av@twa	avant-toit	NOM	m	s	
avocates	avokat	avocat	NOM	f	p	
débilité	debilite	débilité	NOM	f	s	
radiogramme	RadjogRam	radiogramme	NOM	m	s	
diaconesse	djakonEs	diaconesse	NOM	f	s	
epsilon	Epsil§	epsilon	NOM	m		
pudeurs	pyd9R	pudeur	NOM	f	p	
jaunets	ZonE	jaunet	NOM	m	p	
crevettier	kR°v°tje	crevettier	NOM	m	s	
zombis	z§bi	zombi	NOM	m	p	
trombone	tR§bOn	trombone	NOM	m	s	
demi-douzaine	d°miduzEn	demi-douzaine	NOM	f	s	
polymérase	pOlimeRaz	polymérase	NOM	f	s	
exégèses	EgzeZEz	exégèse	NOM	f	p	
accusées	akyze	accusé	NOM	f	p	
aulnes	on	aulne	NOM	m	p	
baffles	bafl	baffle	NOM	m	p	
rebroussement	R°bRus°m@	rebroussement	NOM	m	s	
éclectisme	eklEktizm	éclectisme	NOM	m	s	
héroïne	eRoin	héros	NOM	f	s	
protéine	pRotein	protéine	NOM	f	s	
recommandations	R°kom@dasj§	recommandation	NOM	f	p	
plein-emploi	pl5n@plwa	plein-emploi	NOM	m	s	
clavaire	klavER	clavaire	NOM	f	s	
rétinite	Retinit	rétinite	NOM	f	s	
surpression	syRpREsj§	surpression	NOM	f	s	
vergeture	vERZ°tyR	vergeture	NOM	f	s	
créole	kReOl	créole	NOM		s	
tuberculeux	tybERkyl2	tuberculeux	NOM	m		
bijouterie	biZut°Ri	bijouterie	NOM	f	s	
avocate	avokat	avocat	NOM	f	s	
vomissements	vomis°m@	vomissement	NOM	m	p	
berce	bERs	berce	NOM	f	s	
vérif	veRif	vérif	NOM	f	s	
attrape-couillon	atRapkuj§	attrape-couillon	NOM	m	s	
percées	pERse	percée	NOM	f	p	
traumatisme	tRomatizm	traumatisme	NOM	m	s	
yu	jy	y	NOM	m	s	
colonie	koloni	colonie	NOM	f	s	
mous	mu	mou	NOM	m	p	
étraves	etRav	étrave	NOM	f	p	
diérèses	djeREz	diérèse	NOM	f	p	
néo-zélandais	neozel@dE	néo-zélandais	NOM	m		
collisions	kolizj§	collision	NOM	f	p	
demi-pas	d2mipa	demi-pas	NOM	m		
mélèzes	melEz	mélèze	NOM	m	p	
déchet	deSE	déchet	NOM	m	s	
remarques	R°maRk	remarque	NOM	f	p	
thaumaturgie	tomatyRZi	thaumaturgie	NOM	f	s	
épinette	epinEt	épinette	NOM	f	s	
armurier	aRmyRje	armurier	NOM	m	s	
châtaignier	SateNe	châtaignier	NOM	m	s	
occitan	Oksit@	occitan	NOM	m	s	
déguenillée	deg°nije	déguenillé	NOM	f	s	
antidotes	@tidOt	antidote	NOM	m	p	
galipettes	galipEt	galipette	NOM	f	p	
quadrature	kwadRatyR	quadrature	NOM	f	s	
déroulements	deRul°m@	déroulement	NOM	m	p	
commis	komi	commis	NOM	m		
phacochère	fakoSER	phacochère	NOM	m	s	
prêcheurs	pRES9R	prêcheur	NOM	m	p	
emporte-pièce	@pORt°pjEs	emporte-pièce	NOM	m		
ex-gardes	EksgaRd	ex-garde	NOM	f	p	
niobium	njObjOm	niobium	NOM	m	s	
livraison	livREz§	livraison	NOM	f	s	
pileuses	pil2z	pileur	NOM	f	p	
sons	s§	son	NOM	m	p	
sculpteur	skylt9R	sculpteur	NOM	m	s	
désenchantés	dez@S@te	désenchanté	NOM	m	p	
intrépidité	5tRepidite	intrépidité	NOM	f	s	
cherté	SERte	cherté	NOM	f	s	
bifurcations	bifyRkasj§	bifurcation	NOM	f	p	
minorités	minoRite	minorité	NOM	f	p	
drogmans	dROgman	drogman	NOM	m	p	
cuiseurs	k8iz9R	cuiseur	NOM	m	p	
plébéiennes	plebejEn	plébéien	NOM	f	p	
télétype	teletip	télétype	NOM	m	s	
bufo	bufo	bufo	NOM	m	s	
bissel	bisEl	bissel	NOM	m	s	
manducation	m@dykasj§	manducation	NOM	f	s	
bâtard	bataR	bâtard	NOM	m	s	
crêt	kRE	crêt	NOM	m	s	
barbons	baRb§	barbon	NOM	m	p	
désargentés	dezaRZ@te	désargenté	NOM	m	p	
photons	fot§	photon	NOM	m	p	
imperméabilisant	5pERmeabiliz@	imperméabilisant	NOM	m	s	
investiture	5vEstityR	investiture	NOM	f	s	
version	vERsj§	version	NOM	f	s	
coopérateur	kOOpeRat9R	coopérateur	NOM	m	s	
avocette	avosEt	avocette	NOM	f	s	
cuite	k8it	cuite	NOM	f	s	
ménisque	menisk	ménisque	NOM	m	s	
toro	tORo	toro	NOM	m	s	
enfonçage	@f§saZ	enfonçage	NOM	m	s	
gongs	g§g	gong	NOM	m	p	
jupes-culottes	ZypkylOt	jupe-culotte	NOM	m	p	
congénères	k§ZenER	congénère	NOM		p	
incantatrice	5k@tatRis	incantateur	NOM	f	s	
récurrence	RekyR@s	récurrence	NOM	f	s	
épicemards	epis°maR	épicemard	NOM	m	p	
masturbations	mastyRbasj§	masturbation	NOM	f	p	
caporaux	kapoRo	caporal	NOM	m	p	
jade	Zad	jade	NOM	m	s	
rastas	Rasta	rasta	NOM	m	p	
fagot	fago	fagot	NOM	m	s	
incomprise	5k§pRiz	incompris	NOM	f	s	
tournage	tuRnaZ	tournage	NOM	m	s	
impopularité	5popylaRite	impopularité	NOM	f	s	
consensus	k§s5sys	consensus	NOM	m		
loft	lOft	loft	NOM	m	s	
factums	faktOm	factum	NOM	m	p	
cabot	kabo	cabot	NOM	m	s	
rossignol	RosiNOl	rossignol	NOM	m	s	
hormones	ORmOn	hormone	NOM	f	p	
narcotrafiquants	naRkotRafik@	narcotrafiquant	NOM	m	p	
réaliste	Realist	réaliste	NOM		s	
échaudé	eSode	échaudé	NOM	m	s	
continuateur	k§tin8at9R	continuateur	NOM	m	s	
tarte	taRt	tarte	NOM	f	s	
reflet	R°flE	reflet	NOM	m	s	
morceaux	mORso	morceau	NOM	m	p	
boguet	bOgE	boguet	NOM	m	s	
théophylline	teOfilin	théophylline	NOM	f	s	
taupinées	topine	taupinée	NOM	f	p	
incompréhension	5k§pRe@sj§	incompréhension	NOM	f	s	
moleskine	molEskin	moleskine	NOM	f	s	
lésines	lezin	lésine	NOM	f	p	
journées	ZuRne	journée	NOM	f	p	
hospitalité	Ospitalite	hospitalité	NOM	f	s	
poivrote	pwavROt	poivrot	NOM	f	s	
entrecuisse	@tR°k8is	entrecuisse	NOM	m	s	
captive	kaptiv	captif	NOM	f	s	
greffé	gRefe	greffé	NOM	m	s	
tentative	t@tativ	tentative	NOM	f	s	
sinapismes	sinapizm	sinapisme	NOM	m	p	
gabion	gabj§	gabion	NOM	m	s	
obsession	Opsesj§	obsession	NOM	f	s	
frimousses	fRimus	frimousse	NOM	f	p	
prêchi-prêcha	pRESipRESa	prêchi-prêcha	NOM	m		
clairet	klERE	clairet	NOM	m	s	
rochers	RoSe	rocher	NOM	m	p	
immigrante	imigR@t	immigrant	NOM	f	s	
gardes-chasse	gaRd°Sas	gardes-chasse	NOM	m	s	
gan	gan	gan	NOM	m	s	
turinois	tyRinwa	turinois	NOM	m		
maraîcher	maReSe	maraîcher	NOM	m	s	
reportages	R°pORtaZ	reportage	NOM	m	p	
binômes	binom	binôme	NOM	m	p	
charges	SaRZ	charge	NOM	f	p	
carnassières	kaRnasjER	carnassier	NOM	f	p	
rapidités	Rapidite	rapidité	NOM	f	p	
aurige	oRiZ	aurige	NOM	m	s	
pitre	pitR	pitre	NOM	m	s	
trotteurs	tRot9R	trotteur	NOM	m	p	
recycleur	R°sikl9R	recycleur	NOM	m	s	
non-intervention	nOn5tERv@sj§	non-intervention	NOM	f	s	
oeil-de-boeuf	9jd°b9f	oeil-de-boeuf	NOM	m	s	
meunière	m2njER	meunier	NOM	f	s	
syringomyélie	siR5gOmjeli	syringomyélie	NOM	f	s	
raboteur	Rabot9R	raboteur	NOM	m	s	
encadrant	@kadR@	encadrant	NOM	m	s	
imageur	imaZ9R	imageur	NOM	m	s	
red river	REdRiv9R	red river	NOM		s	
public schools	p9blikskulz	public school	NOM	f	p	
amicales	amikal	amicale	NOM	f	p	
raft	Raft	raft	NOM	m	s	
pareilles	paREj	pareil	NOM	f	p	
synapse	sinaps	synapse	NOM	f	s	
abaissement	abEs°m@	abaissement	NOM	m	s	
voiture-balai	vwatyRbalE	voiture-balai	NOM	f	s	
brise-vent	bRizv@	brise-vent	NOM	m		
géophysique	Zeofizik	géophysique	NOM	f	s	
panades	panad	panade	NOM	f	p	
seringa	s°R5ga	seringa	NOM	m	s	
envoûtement	@vut°m@	envoûtement	NOM	m	s	
bytes	bit	byte	NOM	m	p	
démonte-pneus	dem§tpn2	démonte-pneu	NOM	m	p	
bourguignon	buRgiN§	bourguignon	NOM	m	s	
stands	st@d	stand	NOM	m	p	
hypermarchés	ipERmaRSe	hypermarché	NOM	m	p	
manécanterie	manek@t°Ri	manécanterie	NOM	f	s	
conjonctions	k§Z§ksj§	conjonction	NOM	f	p	
bateaux	bato	bateau	NOM	m	p	
raccrochage	RakRoSaZ	raccrochage	NOM	m	s	
pompons	p§p§	pompon	NOM	m	p	
hiérophante	jeRof@t	hiérophante	NOM	m	s	
molesquine	molEskin	molesquine	NOM	f	s	
procès-verbal	pRosEvERbal	procès-verbal	NOM	m	s	
hourrahs	uRa	hourrah	NOM	m	p	
strip	stRip	strip	NOM	m	s	
asa	aza	asa	NOM	m		
comparateur	k§paRat9R	comparateur	NOM	m	s	
articles	aRtikl	article	NOM	m	p	
crèves	kREv	crève	NOM	f	p	
prédominance	pRedomin@s	prédominance	NOM	f	s	
rossards	RosaR	rossard	NOM	m	p	
convenances	k§v°n@s	convenance	NOM	f	p	
li	li	li	NOM	m	s	
moukères	mukER	moukère	NOM	f	p	
uréthane	yRetan	uréthane	NOM	m	s	
mieux	mj2	mieux	NOM	m		
analyses	analiz	analyse	NOM	f	p	
sérosité	seRozite	sérosité	NOM	f	s	
shirting	SiRt5G	shirting	NOM	m	s	
lobectomie	lobEktomi	lobectomie	NOM	f	s	
bordées	bORde	bordée	NOM	f	p	
étés	ete	été	NOM	m	p	
café-théâtre	kafeteatR	café-théâtre	NOM	m	s	
laines	lEn	laine	NOM	f	p	
city	siti	city	NOM	f	s	
syndics	s5dik	syndic	NOM	m	p	
keuf	k9f	keuf	NOM	f	s	
mantes	m@t	mante	NOM	f	p	
synthèse	s5tEz	synthèse	NOM	f	s	
industriel	5dystRijEl	industriel	NOM	m	s	
réactif	Reaktif	réactif	NOM	m	s	
stylographes	stilogRaf	stylographe	NOM	m	p	
radiophare	RadjofaR	radiophare	NOM	m	s	
barbus	baRby	barbu	NOM	m	p	
butor	bytOR	butor	NOM	m	s	
ferment	fERm@	ferment	NOM	m	s	
prang	pR@g	prang	NOM	m	s	
repassages	R°pasaZ	repassage	NOM	m	p	
upanishad	ypaniSa	upanishad	NOM	m		
roules	Rul	roule	NOM	m	p	
anti-stress	@tistREs	anti-stress	NOM	m		
alternance	altERn@s	alternance	NOM	f	s	
incision	5sizj§	incision	NOM	f	s	
able	abl	able	NOM	m	s	
arabicas	aRabika	arabica	NOM	m	p	
détonateur	detonat9R	détonateur	NOM	m	s	
unanimité	ynanimite	unanimité	NOM	f	s	
salonnières	salonjER	salonnière	NOM	f	p	
schtroumpfs	StRumf	schtroumpf	NOM	m	p	
prud'hommes	pRydOm	prud'homme	NOM	m	p	
phrases	fRaz	phrase	NOM	f	p	
caractères	kaRaktER	caractère	NOM	m	p	
culs-bénits	kybeni	cul-bénit	NOM	m	p	
moyen	mwaj5	moyen	NOM	m	s	
accotoirs	akotwaR	accotoir	NOM	m	p	
marrant	maR@	marrant	NOM	m	s	
stalinisme	stalinizm	stalinisme	NOM	m	s	
rapetasseur	Rap°tas9R	rapetasseur	NOM	m	s	
fréquentations	fRek@tasj§	fréquentation	NOM	f	p	
caissiers	kesje	caissier	NOM	m	p	
saints	s5	saint	NOM	m	p	
diapasons	djapaz§	diapason	NOM	m	p	
moustache	mustaS	moustache	NOM	f	s	
chrono	kRono	chrono	NOM	m	s	
coopérants	koopeR@	coopérant	NOM	m	p	
shakespearien	SEkspiRj5	shakespearien	NOM	m	s	
mandants	m@d@	mandant	NOM	m	p	
fidèles	fidEl	fidèle	NOM		p	
bruyère	bR8ijER	bruyère	NOM	f	s	
pelotages	p°lotaZ	pelotage	NOM	m	p	
aveuglement	av9gl°m@	aveuglement	NOM	m	s	
tirants	tiR@	tirant	NOM	m	p	
bout	bu	bout	NOM	m	s	
plâtriers	platRije	plâtrier	NOM	m	p	
trapézistes	tRapezist	trapéziste	NOM		p	
goums	gum	goum	NOM	m	p	
plateaux	plato	plateau	NOM	m	p	
pulvérin	pylveR5	pulvérin	NOM	m	s	
capricornes	kapRikORn	capricorne	NOM	m	p	
mi-pleurant	mipl9R@	mi-pleurant	NOM	m		
compteurs	k§t9R	compteur	NOM	m	p	
écrans	ekR@	écran	NOM	m	p	
cristallographie	kRistalogRafi	cristallographie	NOM	f	s	
chtouille	Stuj	chtouille	NOM	f	s	
plomb	pl§	plomb	NOM	m	s	
crépinette	kRepinEt	crépinette	NOM	f	s	
tapenade	tap°nad	tapenade	NOM	f	s	
américanisme	ameRikanizm	américanisme	NOM	m	s	
précarité	pRekaRite	précarité	NOM	f	s	
tubas	tyba	tuba	NOM	m	p	
transducteur	tR@sdykt9R	transducteur	NOM	m	s	
perce-oreille	pERsoREj	perce-oreille	NOM	m	s	
gueuleton	g9l°t§	gueuleton	NOM	m	s	
impalas	5pala	impala	NOM	m	p	
narguilé	naRgile	narguilé	NOM	m	s	
carcajou	kaRkaZu	carcajou	NOM	m	s	
larmiers	laRmje	larmier	NOM	m	p	
désobligeance	dezobliZ@s	désobligeance	NOM	f	s	
harmonisation	aRmonizasj§	harmonisation	NOM	f	s	
musulmans	myzylm@	musulman	NOM	m	p	
tuteurs	tyt9R	tuteur	NOM	m	p	
prodigue	pRodig	prodigue	NOM		s	
franc-comtois	fR@k§twa	franc-comtois	NOM	m		
rasades	Razad	rasade	NOM	f	p	
hold up	Old9p	hold-up	NOM	m		
millimètre	milimEtR	millimètre	NOM	m	s	
pochetée	pOS°te	pocheté	NOM	f	s	
mi-gnon	miN§	mi-gnon	NOM	m	s	
taylorisme	tEloRizm	taylorisme	NOM	m	s	
suiffard	s8ifaR	suiffard	NOM	m	s	
déclamatrice	deklamatRis	déclamateur	NOM	f	s	
essuyage	es8ijaZ	essuyage	NOM	m	s	
lazaret	lazaRE	lazaret	NOM	m	s	
cocotte	kokOt	cocotte	NOM	f	s	
doutances	dut@s	doutance	NOM	f	p	
fugues	fyg	fugue	NOM	f	p	
stratosphère	stRatosfER	stratosphère	NOM	f	s	
demi-finale	d°mifinal	demi-finale	NOM	f	s	
splendeurs	spl@d9R	splendeur	NOM	f	p	
méfiants	mefj@	méfiant	NOM	m	p	
ersatz	ERzats	ersatz	NOM	m		
bijou	biZu	bijou	NOM	m	s	
rade	Rad	rade	NOM	f	s	
affaissements	afEs°m@	affaissement	NOM	m	p	
plantains	pl@t5	plantain	NOM	m	p	
tatar	tataR	tatar	NOM	m	s	
halloween	alowin	halloween	NOM	f	s	
hadith	adit	hadith	NOM	m	s	
saucisses	sosis	saucisse	NOM	f	p	
rafistolage	RafistolaZ	rafistolage	NOM	m	s	
trinitrine	tRinitRin	trinitrine	NOM	f	s	
exceptions	eksEpsj§	exception	NOM	f	p	
offensives	of@siv	offensive	NOM	f	p	
préhension	pRe@sj§	préhension	NOM	f	s	
offres	OfR	offre	NOM	f	p	
battant	bat@	battant	NOM	m	s	
prête-nom	pREtn§	prête-nom	NOM	m	s	
bulbul	bylbyl	bulbul	NOM	m	s	
grappes	gRap	grappe	NOM	f	p	
décrochage	dekRoSaZ	décrochage	NOM	m	s	
exclusives	Eksklyziv	exclusif	NOM	f	p	
brestoise	bREstwaz	brestois	NOM	f	s	
vide-poche	vidpOS	vide-poche	NOM	m	s	
bulgare	bylgaR	bulgare	NOM		s	
sorbiers	sORbje	sorbier	NOM	m	p	
volupté	volypte	volupté	NOM	f	s	
acidocétose	asidosetoz	acidocétose	NOM	f	s	
juin	Z85	juin	NOM	m		
jacquier	Zakje	jacquier	NOM	m	s	
exclues	Ekskly	exclu	NOM	f	p	
frater	fRatER	frater	NOM	m	s	
cariatides	kaRjatid	cariatide	NOM	f	p	
francophobie	fR@kofobi	francophobie	NOM	f	s	
case	kaz	case	NOM	f	s	
anya	ania	anya	NOM	m	s	
multiplicités	myltiplisite	multiplicité	NOM	f	p	
impureté	5pyR°te	impureté	NOM	f	s	
neutre	n2tR	neutre	NOM		s	
postcure	pOstkyR	postcure	NOM	f	s	
boutoir	butwaR	boutoir	NOM	m	s	
fibrotoxine	fibRotOksin	fibrotoxine	NOM	f	s	
tapissiers	tapisje	tapissier	NOM	m	p	
tronçons	tR§s§	tronçon	NOM	m	p	
grimoires	gRimwaR	grimoire	NOM	m	p	
caravansérail	kaRav@seRaj	caravansérail	NOM	m	s	
capucino	kaputSino	capucino	NOM	m		
estafiers	Estafje	estafier	NOM	m	p	
blot	blo	blot	NOM	m	s	
pistards	pistaR	pistard	NOM	m	p	
hermaphroditisme	ERmafRoditizm	hermaphroditisme	NOM	m	s	
surimpressions	syR5pREsj§	surimpression	NOM	f	p	
phalanstère	fal@stER	phalanstère	NOM	m	s	
déclaration	deklaRasj§	déclaration	NOM	f	s	
hauts-fonds	of§	haut-fond	NOM	m	p	
aspic	aspik	aspic	NOM	m	s	
web	wEb	web	NOM	m	s	
mégotages	megotaZ	mégotage	NOM	m	p	
étages	etaZ	étage	NOM	m	p	
panspermie	p@spERmi	panspermie	NOM	f	s	
mosquées	mOske	mosquée	NOM	f	p	
demies	d°mi	demi	NOM	f	p	
éditorialistes	editoRjalist	éditorialiste	NOM		p	
commissure	komisyR	commissure	NOM	f	s	
délégué	delege	délégué	NOM	m	s	
mets-la-toi	mElatwa	mets-la-toi	NOM	m		
bolcheviks	bOlS°vik	bolchevik	NOM		p	
chaudrons	SodR§	chaudron	NOM	m	p	
recruteurs	R°kRyt9R	recruteur	NOM	m	p	
gondoliers	g§dolje	gondolier	NOM	m	p	
enfers	@fER	enfer	NOM	m	p	
carres	kaR	carre	NOM	f	p	
messalistes	mEsalist	messaliste	NOM		p	
rochelle	RoSEl	rochelle	NOM	f	s	
édito	edito	édito	NOM	m	s	
dermatologue	dERmatolOg	dermatologue	NOM		s	
déséquilibre	dezekilibR	déséquilibre	NOM	m	s	
influenza	5fly@za	influenza	NOM	f	s	
gravelles	gRavEl	gravelle	NOM	f	p	
démone	demOn	démon	NOM	f	s	
superbes	sypERb	superbe	NOM	f	p	
contents	k§t@	content	NOM	m	p	
côtelettes	kot°lEt	côtelette	NOM	f	p	
transistors	tR@zistOR	transistor	NOM	m	p	
télétexte	teletEks°t	télétexte	NOM	m	s	
coulure	kulyR	coulure	NOM	f	s	
combe	k§b	combe	NOM	f	s	
ondine	§din	ondine	NOM	f	s	
moignons	mwaN§	moignon	NOM	m	p	
ambitions	@bisj§	ambition	NOM	f	p	
tarbouche	taRbuS	tarbouche	NOM	m	s	
recommandation	R°kom@dasj§	recommandation	NOM	f	s	
procès	pRosE	procès	NOM	m		
arec	aREk	arec	NOM	m	s	
amplification	@plifikasj§	amplification	NOM	f	s	
mâchonnements	maSOn°m@	mâchonnement	NOM	m	p	
